gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TotalCharges_missing,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_0-12,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_61+,MonthlyCharges_TotalCharges,tenure_TotalCharges,MonthlyCharges_tenure,TotalCharges_log,MonthlyCharges_bin_Low,MonthlyCharges_bin_Medium,MonthlyCharges_bin_High,gender_z,SeniorCitizen_z,Partner_z,Dependents_z,tenure_z,PhoneService_z,PaperlessBilling_z,MonthlyCharges_z,TotalCharges_z,Churn_z,MonthlyCharges_TotalCharges_z,tenure_TotalCharges_z,MonthlyCharges_tenure_z,TotalCharges_log_z
1,0,1,1,13,1,1,49.95,587.45,0,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,29343.127500000002,7636.85,649.35,6.377491961323671,False,True,False,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,-0.7888729287091888,0.3274150630750442,0.8297385900637549,-0.49229227018332383,-0.749229110207213,-0.6009808099475747,-0.6881684788482189,-0.7178894839178238,-0.720247033132906,-0.3660881237381563
1,0,0,0,16,1,0,19.2,326.8,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,6274.56,5228.8,307.2,5.792403666309729,True,False,False,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.6667104266152848,0.3274150630750442,-1.2050277364749034,-1.515150750466034,-0.864558267522182,-0.6009808099475747,-0.7857996104086066,-0.733303446208522,-0.8714886033732657,-0.744663302133145
1,0,1,0,58,1,0,100.35,5681.1,0,0,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,570098.385,329503.80000000005,5820.299999999999,8.645076161696084,False,False,True,0.9904615066732041,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,1.0435646026993715,0.3274150630750442,-1.2050277364749034,1.1841977267678494,1.5045455383920265,-0.6009808099475747,1.6004238963373614,1.3423854397432469,1.5654831952300592,1.101128193007999
1,0,0,0,49,1,1,103.7,5036.3,1,0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,522264.31000000006,246778.7,5081.3,8.524625503233533,False,False,True,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,0.6770770964176595,0.3274150630750442,0.8297385900637549,1.2956310896604377,1.219242485882178,1.663710385590557,1.3979798187242,0.8128608983532268,1.2388208529602192,1.023191871423977
1,0,0,0,25,1,1,105.5,2686.05,0,0,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,283378.275,67151.25,2637.5,7.8961992165555,False,False,True,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.30022292033357273,0.3274150630750442,0.8297385900637549,1.3555057324086937,0.1793332129893875,-0.6009808099475747,0.38696281859948894,-0.33693696326687034,0.15858075547843814,0.6165753049763986
0,0,1,1,69,1,0,113.25,7895.15,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,894125.7374999999,544765.35,7814.25,8.974130577893364,False,False,True,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,1.528915544836743,1.4914937770436862,0.3274150630750442,-1.2050277364749034,1.6132993331303525,2.484190735987296,-0.6009808099475747,2.9717772359451047,2.720277682154012,2.4468747748903414,1.3140393644929387
0,0,0,0,52,1,0,20.65,1022.95,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,21123.9175,53193.4,1073.8,6.931422976282321,True,False,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,0.7992395985115635,0.3274150630750442,-1.2050277364749034,-1.4669183993632722,-0.5565345082096339,-0.6009808099475747,-0.7229539406170284,-0.42628135958722163,-0.5326261519739969,-0.007672933084767779
1,0,0,1,71,1,0,106.7,7382.25,0,0,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,787686.0750000001,524139.75,7575.7,8.906969200059761,False,False,True,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,1.528915544836743,1.572935445106289,0.3274150630750442,-1.2050277364749034,1.3954221609075312,2.2572491484682184,-0.6009808099475747,2.5213017266712514,2.5882529232731644,2.341427817179285,1.2705833069862615
0,0,1,1,10,1,0,55.2,528.35,1,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,29164.920000000002,5283.5,552.0,6.271649838789389,False,True,False,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,1.528915544836743,-0.9110354308030928,0.3274150630750442,-1.2050277364749034,-0.31765789550090995,-0.7753789402371944,1.663710385590557,-0.688922691257704,-0.7329533107307282,-0.7632789397905094,-0.43457214702418934
0,0,0,0,21,1,1,90.05,1862.9,0,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,167754.145,39120.9,1891.05,7.530426345737758,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.4631062564587781,0.3274150630750442,0.8297385900637549,0.8415817154861612,-0.1848839204992629,-0.6009808099475747,-0.1023833294691064,-0.5163596321878114,-0.17137473219046906,0.3799058467050205
1,1,0,0,1,0,1,39.65,39.65,1,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,1572.1225,39.65,39.65,3.7049988359938197,False,True,False,0.9904615066732041,2.272997308849135,-0.9665536859352237,-0.6539654975887953,-1.277522937084805,-3.0537935721706098,0.8297385900637549,-0.8349082814650122,-0.9916128139368888,1.663710385590557,-0.8057013357418767,-0.7665192691444148,-0.989754516329011,-2.095296467680537
1,0,1,0,12,1,0,19.8,202.25,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,4004.55,2427.0,237.60000000000002,5.31443674842792,True,False,False,0.9904615066732041,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,-0.8295937627404901,0.3274150630750442,-1.2050277364749034,-1.4951925362166154,-0.91966759629095,-0.6009808099475747,-0.7954067802059248,-0.7512378078480553,-0.9022540959605201,-1.0539267291167547
1,0,0,0,1,1,0,20.15,20.15,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,406.0224999999999,20.15,20.15,3.0516399054922867,True,False,False,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.277522937084805,0.3274150630750442,-1.2050277364749034,-1.483550244571121,-1.000240930444243,1.663710385590557,-0.8106365213580867,-0.7666440889216904,-0.9983741586487159,-2.5180454369872685
0,0,1,0,58,1,1,59.9,3505.1,0,0,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,209955.49,203295.8,3474.2,8.16225958760722,False,True,False,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,1.0435646026993715,0.3274150630750442,0.8297385900637549,-0.16131855054712999,0.5417362296739273,-0.6009808099475747,0.07622182517347444,0.5345262371584009,0.5284297159346972,0.7887268473899104
1,0,1,1,49,1,0,59.6,2970.3,0,0,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,177029.88,145544.7,2920.4,7.996754846467186,False,True,False,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,0.6770770964176595,0.3274150630750442,-1.2050277364749034,-0.17129765767183927,0.30510460361582115,-0.6009808099475747,-0.06312642701496418,0.1648606248802754,0.2836318740550794,0.6816387592564572
0,0,0,0,30,1,1,55.3,1530.6,0,0,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,84642.18,45918.0,1659.0,7.3340682196031395,False,True,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.09661875017706603,0.3274150630750442,0.8297385900637549,-0.3143315264593403,-0.331915875134844,-0.6009808099475747,-0.4541310133752417,-0.4728512984380534,-0.2739484757949568,0.252854402907213
1,0,1,1,47,1,1,99.35,4749.15,1,0,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,471828.05249999993,223210.05,4669.45,8.46593147547745,False,False,True,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,0.5956354283550568,0.3274150630750442,0.8297385900637549,1.1509340363521516,1.092187939467471,1.663710385590557,1.1845227459607481,0.661997634574375,1.0567695868386577,0.9852145230171865
1,0,1,1,1,0,0,30.2,30.2,1,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,912.04,30.2,30.2,3.4404180948154366,True,False,False,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,-1.277522937084805,-3.0537935721706098,-1.2050277364749034,-1.1492501558933572,-0.9957941319366068,1.663710385590557,-0.8084949466324624,-0.7665797587287868,-0.993931727607022,-2.266490631271005
1,0,1,0,72,1,1,90.25,6369.45,0,0,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,574842.8624999999,458600.39999999997,6498.0,8.759425389713137,False,False,True,0.9904615066732041,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,1.6136562791375904,0.3274150630750442,0.8297385900637549,0.8482344535693009,1.8091180511016327,-0.6009808099475747,1.6205035439785855,2.1687346120018574,1.8650489183102639,1.1751166487074138
0,0,0,1,17,1,1,64.7,1093.1,1,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,70723.56999999999,18582.699999999997,1099.9,6.9976873864827445,False,True,False,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,1.528915544836743,-0.6259895925839835,0.3274150630750442,0.8297385900637549,-0.0016528365517799925,-0.5254954121588183,1.663710385590557,-0.5130375598717994,-0.6478249424258952,-0.5210890922537765,0.0352027510241857
0,1,1,0,71,1,1,96.35,6766.95,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,651995.6325,480453.45,6840.849999999999,8.819953513551914,False,False,True,-1.0094870000640024,2.272997308849135,1.0344567814491916,-0.6539654975887953,1.572935445106289,0.3274150630750442,0.8297385900637549,1.051142965105058,1.984998887597701,-0.6009808099475747,1.9470306349268354,2.3086162957861402,2.0165999116082536,1.2142807295400904
1,1,1,0,2,1,1,95.5,181.65,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,17347.575,363.3,191.0,5.207571753241291,False,False,True,0.9904615066732041,2.272997308849135,1.0344567814491916,-0.6539654975887953,-1.2368021030535035,0.3274150630750442,0.8297385900637549,1.0228688282517149,-0.9287824270628217,-0.6009808099475747,-0.7389362330343874,-0.76444758089235,-0.9228528309399172,-1.123072591308364
0,0,1,1,27,1,0,66.15,1874.45,0,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,123994.86750000001,50610.15,1786.0500000000002,7.536603909609118,False,True,False,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,1.528915544836743,-0.21878125227097006,0.3274150630750442,-1.2050277364749034,0.04657951455098204,-0.17977342072182997,-0.6009808099475747,-0.28758198901266135,-0.44281677956913484,-0.21778819083503356,0.3839029739156938
1,0,0,0,1,1,0,20.2,20.2,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,408.03999999999996,20.2,20.2,3.054001181677967,True,False,False,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.277522937084805,0.3274150630750442,-1.2050277364749034,-1.481887060050336,-1.0002188070685833,-0.6009808099475747,-0.8106279828648351,-0.7666437688709794,-0.9983520570017425,-2.516517598264717
1,1,0,0,1,1,0,45.25,45.25,0,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,2047.5625,45.25,45.25,3.834061463958434,False,True,False,0.9904615066732041,2.272997308849135,-0.9665536859352237,-0.6539654975887953,-1.277522937084805,0.3274150630750442,-1.2050277364749034,-0.648631615137104,-0.9891349958629819,-0.6009808099475747,-0.8036891715626718,-0.7664834234647868,-0.9872791318679677,-2.01178786253118
0,0,1,1,72,1,0,99.9,7251.7,0,0,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,724444.8300000001,522122.39999999997,7192.8,8.88912909231302,False,False,True,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,1.528915544836743,1.6136562791375904,0.3274150630750442,-1.2050277364749034,1.1692290660807858,2.1994850146202647,-0.6009808099475747,2.2536511969780784,2.5753398372379324,2.1721734046554397,1.259040054403081
1,0,0,0,5,1,1,69.7,316.9,1,0,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,22087.93,1584.5,348.5,5.761736867916757,False,True,False,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.1146396009595996,0.3274150630750442,0.8297385900637549,0.16466561552670944,-0.8689386959028388,1.663710385590557,-0.7188740326984567,-0.7566306623277851,-0.8532326429730703,-0.7645059289150498
0,0,0,0,46,1,1,74.8,3548.3,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,265412.84,163221.80000000002,3440.7999999999997,8.174505679927726,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,0.5549145943237555,0.3274150630750442,0.8297385900637549,0.33431043664676846,0.5608508262440662,-0.6009808099475747,0.3109292396603287,0.27801199333562354,0.5136658157563309,0.796650551597267
1,0,0,0,34,1,1,106.35,3549.25,1,0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,377462.7375,120674.5,3615.8999999999996,8.174773302525123,False,False,True,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,0.06626458594813933,0.3274150630750442,0.8297385900637549,1.3837798692620367,0.5612711703816039,1.663710385590557,0.7851484682340347,0.005666121044340788,0.5910657834578857,0.796823713961675
0,0,0,0,11,1,1,97.85,1105.4,1,0,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,108163.39,12159.400000000001,1076.35,7.008866780350549,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-0.8703145967717915,0.3274150630750442,0.8297385900637549,1.1010385007286048,-0.5200530617464871,1.663710385590557,-0.35458420155133846,-0.6889405770604924,-0.5314989679783433,0.04243625930647163
1,0,1,1,10,1,0,49.55,475.7,0,0,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,23570.934999999998,4757.0,495.5,6.16688736221078,False,True,False,0.9904615066732041,-0.43988526126177124,1.0344567814491916,1.528915544836743,-0.9110354308030928,0.3274150630750442,-1.2050277364749034,-0.5055977463496032,-0.798674854807051,-0.6009808099475747,-0.7125976370679212,-0.7363234447171707,-0.7882538008706799,-0.5023575968406189
0,0,1,1,70,1,1,69.2,4872.35,0,0,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,337166.62000000005,341064.5,4844.0,8.491536864602452,False,True,False,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,1.528915544836743,1.5322146110749875,0.3274150630750442,0.8297385900637549,0.1480337703188605,1.1466999370934223,-0.6009808099475747,0.6146066455129082,1.4163856448278895,1.133926436423503,1.0017822185914749
0,0,1,1,17,1,0,20.75,418.25,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,8678.6875,7110.25,352.75,6.038467400703318,True,False,False,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,1.528915544836743,-0.6259895925839835,0.3274150630750442,-1.2050277364749034,-1.4635920303217023,-0.8240946134402564,-0.6009808099475747,-0.7756248265499883,-0.7212602580056882,-0.8513540029803142,-0.5854503714721918
0,0,0,0,63,1,1,79.85,4861.45,0,0,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,388186.7825,306271.35,5030.549999999999,8.489297705097483,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,1.2471687728558782,0.3274150630750442,0.8297385900637549,0.5022920732460427,1.1418770411995678,-0.6009808099475747,0.8305349296280731,1.1936741969449112,1.2163876812820125,1.0003333941725414
0,0,1,0,13,1,1,76.2,981.45,0,0,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,74786.49,12758.85,990.6,6.890049451863205,False,False,True,-1.0094870000640024,-0.43988526126177124,1.0344567814491916,-0.6539654975887953,-0.7888729287091888,0.3274150630750442,0.8297385900637549,0.3808796032287457,-0.5748969100073366,-0.6009808099475747,-0.4958424099328475,-0.6851034890867546,-0.569403292538071,-0.03444323343306499
0,0,0,0,49,1,1,84.5,3906.7,0,0,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,330116.14999999997,191428.3,4140.5,8.270704244607035,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,0.6770770964176595,0.3274150630750442,0.8297385900637549,0.6569682336790381,0.7194311829741059,-0.6009808099475747,0.5847675424072396,0.4585622009112877,0.8229562635049201,0.8588948130107404
1,0,0,0,2,1,0,49.25,97.0,0,0,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,4777.25,194.0,98.5,4.584967478670572,False,True,False,0.9904615066732041,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.2368021030535035,0.3274150630750442,-1.2050277364749034,-0.5155768534743125,-0.9662373020550032,-0.6009808099475747,-0.7921365478710947,-0.7655312725996714,-0.9637408778410813,-1.525922086544764
0,0,0,0,2,1,1,80.65,144.15,1,0,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,11625.697500000002,288.3,161.3,4.977767690470639,False,False,True,-1.0094870000640024,-0.43988526126177124,-0.9665536859352237,-0.6539654975887953,-1.2368021030535035,0.3274150630750442,0.8297385900637549,0.5289030255786014,-0.9453749588077338,1.663710385590557,-0.763152447369106,-0.7649276569587948,-0.9359812092422369,-1.271764873824834
